region,year,births,region_standard
Республика Карелия,2009,7875.0,Республика Карелия
Республика Карелия,2010,7821.0,Республика Карелия
Республика Карелия,2011,7711.0,Республика Карелия
Республика Карелия,2012,7980.0,Республика Карелия
Республика Карелия,2013,7603.0,Республика Карелия
Республика Карелия,2014,7842.0,Республика Карелия
Республика Карелия,2015,7731.0,Республика Карелия
Республика Карелия,2016,7505.0,Республика Карелия
Республика Карелия,2017,6475.99,Республика Карелия
Республика Карелия,2018,6046.99,Республика Карелия
Республика Карелия,2019,5539.99,Республика Карелия
Республика Карелия,2020,5199.0,Республика Карелия
Республика Карелия,2021,5123.99,Республика Карелия
Республика Коми,2006,10847.0,Республика Коми
Республика Коми,2007,11490.99,Республика Коми
Республика Коми,2008,11734.99,Республика Коми
Республика Коми,2009,11903.99,Республика Коми
Республика Коми,2010,11692.99,Республика Коми
Республика Коми,2011,11715.0,Республика Коми
Республика Коми,2012,12369.99,Республика Коми
Республика Коми,2013,12492.98,Республика Коми
Республика Коми,2014,12318.98,Республика Коми
Республика Коми,2015,11797.0,Республика Коми
Республика Коми,2016,11238.99,Республика Коми
Республика Коми,2017,9766.0,Республика Коми
Республика Коми,2018,8602.0,Республика Коми
Республика Коми,2019,7945.0,Республика Коми
Республика Коми,2020,7576.0,Республика Коми
Республика Коми,2021,7249.0,Республика Коми
Республика Крым,2015,23951.0,Республика Крым
Республика Крым,2016,22995.0,Республика Крым
Республика Крым,2017,20962.0,Республика Крым
Республика Крым,2018,20319.0,Республика Крым
Республика Крым,2019,19214.0,Республика Крым
Республика Крым,2020,18868.0,Республика Крым
Республика Крым,2021,18172.0,Республика Крым
Республика Марий Эл,2006,7499.0,Республика Марий Эл
Республика Марий Эл,2007,8311.0,Республика Марий Эл
Республика Марий Эл,2008,8628.0,Республика Марий Эл
Республика Марий Эл,2009,8950.0,Республика Марий Эл
Республика Марий Эл,2010,8831.0,Республика Марий Эл
Республика Марий Эл,2011,9066.0,Республика Марий Эл
Республика Марий Эл,2012,9841.0,Республика Марий Эл
Республика Марий Эл,2013,10100.0,Республика Марий Эл
Республика Марий Эл,2014,10100.0,Республика Марий Эл
Республика Марий Эл,2015,9951.0,Республика Марий Эл
Республика Марий Эл,2016,9567.0,Республика Марий Эл
Республика Марий Эл,2017,8147.0,Республика Марий Эл
Республика Марий Эл,2018,7438.0,Республика Марий Эл
Республика Марий Эл,2019,6669.99,Республика Марий Эл
Республика Марий Эл,2020,6641.98,Республика Марий Эл
Республика Марий Эл,2021,6415.0,Республика Марий Эл
Республика Мордовия,2006,7398.0,Республика Мордовия
Республика Мордовия,2007,7696.0,Республика Мордовия
Республика Мордовия,2008,8220.0,Республика Мордовия
Республика Мордовия,2009,8153.0,Республика Мордовия
Республика Мордовия,2010,7935.0,Республика Мордовия
Республика Мордовия,2011,7896.0,Республика Мордовия
Республика Мордовия,2012,8168.0,Республика Мордовия
Республика Мордовия,2013,8266.0,Республика Мордовия
Республика Мордовия,2014,8182.0,Республика Мордовия
Республика Мордовия,2015,7864.0,Республика Мордовия
Республика Мордовия,2016,7975.0,Республика Мордовия
Республика Мордовия,2017,6883.99,Республика Мордовия
Республика Мордовия,2018,6631.99,Республика Мордовия
Республика Мордовия,2019,5955.99,Республика Мордовия
Республика Мордовия,2020,5557.98,Республика Мордовия
Республика Мордовия,2021,5253.0,Республика Мордовия
Республика Саха (Якутия),2006,13733.0,Республика Саха (Якутия)
Республика Саха (Якутия),2007,15199.0,Республика Саха (Якутия)
Республика Саха (Якутия),2008,15375.0,Республика Саха (Якутия)
Республика Саха (Якутия),2009,15912.0,Республика Саха (Якутия)
Республика Саха (Якутия),2010,16133.0,Республика Саха (Якутия)
Республика Саха (Якутия),2011,16418.0,Республика Саха (Якутия)
Республика Саха (Якутия),2012,16908.0,Республика Саха (Якутия)
Республика Саха (Якутия),2013,16753.0,Республика Саха (Якутия)
Республика Саха (Якутия),2014,17074.0,Республика Саха (Якутия)
Республика Саха (Якутия),2015,16459.0,Республика Саха (Якутия)
Республика Саха (Якутия),2016,15424.0,Республика Саха (Якутия)
Республика Саха (Якутия),2017,13954.0,Республика Саха (Якутия)
Республика Саха (Якутия),2018,13234.0,Республика Саха (Якутия)
Республика Саха (Якутия),2019,12818.99,Республика Саха (Якутия)
Республика Саха (Якутия),2020,12956.98,Республика Саха (Якутия)
Республика Саха (Якутия),2021,12309.0,Республика Саха (Якутия)
Республика Северная Осетия-Алания,2006,8399.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2007,9488.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2008,9995.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2009,10030.99,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2010,10287.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2011,10375.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2012,10669.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2013,10863.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2014,10830.99,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2015,10341.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2016,9916.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2017,8992.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2018,9120.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2019,8589.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2020,8157.0,Республика Северная Осетия - Алания
Республика Северная Осетия-Алания,2021,8090.99,Республика Северная Осетия - Алания
Республика Татарстан (Татарстан),2006,37210.0,Республика Татарстан
Республика Татарстан (Татарстан),2007,40671.99,Республика Татарстан
Республика Татарстан (Татарстан),2008,44349.98,Республика Татарстан
Республика Татарстан (Татарстан),2009,46554.99,Республика Татарстан
Республика Татарстан (Татарстан),2010,48967.98,Республика Татарстан
Республика Татарстан (Татарстан),2011,50823.97,Республика Татарстан
Республика Татарстан (Татарстан),2012,55337.98,Республика Татарстан
Республика Татарстан (Татарстан),2013,56516.99,Республика Татарстан
Республика Татарстан (Татарстан),2014,56689.99,Республика Татарстан
Республика Татарстан (Татарстан),2015,56899.0,Республика Татарстан
Республика Татарстан (Татарстан),2016,55852.99,Республика Татарстан
Республика Татарстан (Татарстан),2017,48114.98,Республика Татарстан
Республика Татарстан (Татарстан),2018,46319.98,Республика Татарстан
Республика Татарстан (Татарстан),2019,42870.98,Республика Татарстан
Республика Татарстан (Татарстан),2020,41597.99,Республика Татарстан
Республика Татарстан (Татарстан),2021,40935.98,Республика Татарстан
Республика Тыва,2006,5939.0,Республика Тыва
Республика Тыва,2007,7446.0,Республика Тыва
Республика Тыва,2008,7936.0,Республика Тыва
Республика Тыва,2009,8260.0,Республика Тыва
Республика Тыва,2010,8246.0,Республика Тыва
Республика Тыва,2011,8428.0,Республика Тыва
Республика Тыва,2012,8273.0,Республика Тыва
Республика Тыва,2013,8160.0,Республика Тыва
Республика Тыва,2014,7954.0,Республика Тыва
Республика Тыва,2015,7489.0,Республика Тыва
Республика Тыва,2016,7421.0,Республика Тыва
Республика Тыва,2017,6976.99,Республика Тыва
Республика Тыва,2018,6539.0,Республика Тыва
Республика Тыва,2019,6157.99,Республика Тыва
Республика Тыва,2020,6582.0,Республика Тыва
Республика Тыва,2021,6629.0,Республика Тыва
Республика Хакасия,2006,6463.99,Республика Хакасия
Республика Хакасия,2007,7325.0,Республика Хакасия
Республика Хакасия,2008,7964.0,Республика Хакасия
Республика Хакасия,2009,8043.0,Республика Хакасия
Республика Хакасия,2010,8010.0,Республика Хакасия
Республика Хакасия,2011,8052.0,Республика Хакасия
Республика Хакасия,2012,8503.0,Республика Хакасия
Республика Хакасия,2013,8376.0,Республика Хакасия
Республика Хакасия,2014,8160.0,Республика Хакасия
Республика Хакасия,2015,7911.0,Республика Хакасия
Республика Хакасия,2016,7592.0,Республика Хакасия
Республика Хакасия,2017,6662.0,Республика Хакасия
Республика Хакасия,2018,6231.98,Республика Хакасия
Республика Хакасия,2019,5578.0,Республика Хакасия
Республика Хакасия,2020,5360.0,Республика Хакасия
Республика Хакасия,2021,5259.0,Республика Хакасия
Ростовская область,2006,40672.97,Ростовская область
Ростовская область,2007,43458.97,Ростовская область
Ростовская область,2008,45909.99,Ростовская область
Ростовская область,2009,46337.99,Ростовская область
Ростовская область,2010,46563.97,Ростовская область
Ростовская область,2011,46484.97,Ростовская область
Ростовская область,2012,49714.99,Ростовская область
Ростовская область,2013,49739.95,Ростовская область
Ростовская область,2014,51562.97,Ростовская область
Ростовская область,2015,51145.99,Ростовская область
Ростовская область,2016,49243.97,Ростовская область
Ростовская область,2017,43577.97,Ростовская область
Ростовская область,2018,41118.99,Ростовская область
Ростовская область,2019,37772.98,Ростовская область
Ростовская область,2020,36484.99,Ростовская область
Ростовская область,2021,35781.979999999996,Ростовская область
Рязанская область,2006,10049.0,Рязанская область
Рязанская область,2007,10953.0,Рязанская область
Рязанская область,2008,11708.99,Рязанская область
Рязанская область,2009,11650.0,Рязанская область
Рязанская область,2010,11914.99,Рязанская область
Рязанская область,2011,11775.0,Рязанская область
Рязанская область,2012,12350.99,Рязанская область
Рязанская область,2013,12361.0,Рязанская область
Рязанская область,2014,12515.0,Рязанская область
Рязанская область,2015,12633.0,Рязанская область
Рязанская область,2016,12800.99,Рязанская область
Рязанская область,2017,11031.0,Рязанская область
Рязанская область,2018,10259.0,Рязанская область
Рязанская область,2019,9237.0,Рязанская область
Рязанская область,2020,8701.0,Рязанская область
Рязанская область,2021,8034.0,Рязанская область
Самарская область,2006,31766.0,Самарская область
Самарская область,2007,33990.0,Самарская область
Самарская область,2008,36439.0,Самарская область
Самарская область,2009,36374.99,Самарская область
Самарская область,2010,37183.99,Самарская область
Самарская область,2011,36820.99,Самарская область
Самарская область,2012,38951.98,Самарская область
Самарская область,2013,39559.99,Самарская область
Самарская область,2014,40526.99,Самарская область
Самарская область,2015,40973.0,Самарская область
Самарская область,2016,40244.0,Самарская область
Самарская область,2017,34544.979999999996,Самарская область
Самарская область,2018,33038.99,Самарская область
Самарская область,2019,29756.0,Самарская область
Самарская область,2020,27982.98,Самарская область
Самарская область,2021,27534.99,Самарская область
Саратовская область,2006,23717.0,Саратовская область
Саратовская область,2007,26129.99,Саратовская область
Саратовская область,2008,27492.0,Саратовская область
Саратовская область,2009,27538.99,Саратовская область
Саратовская область,2010,27338.99,Саратовская область
Саратовская область,2011,26831.0,Саратовская область
Саратовская область,2012,28363.97,Саратовская область
Саратовская область,2013,28732.96,Саратовская область
Саратовская область,2014,28740.99,Саратовская область
Саратовская область,2015,28738.99,Саратовская область
Саратовская область,2016,27306.97,Саратовская область
Саратовская область,2017,23616.0,Саратовская область
Саратовская область,2018,22257.0,Саратовская область
Саратовская область,2019,20146.99,Саратовская область
Саратовская область,2020,18643.0,Саратовская область
Саратовская область,2021,18378.0,Саратовская область
Сахалинская область,2006,5865.0,Сахалинская область
Сахалинская область,2007,6125.97,Сахалинская область
Сахалинская область,2008,6333.0,Сахалинская область
Сахалинская область,2009,6224.99,Сахалинская область
Сахалинская область,2010,6070.98,Сахалинская область
Сахалинская область,2011,5838.98,Сахалинская область
Сахалинская область,2012,6315.99,Сахалинская область
Сахалинская область,2013,6401.98,Сахалинская область
Сахалинская область,2014,6675.0,Сахалинская область
Сахалинская область,2015,6647.98,Сахалинская область
Сахалинская область,2016,6948.0,Сахалинская область
Сахалинская область,2017,6303.99,Сахалинская область
Сахалинская область,2018,6028.98,Сахалинская область
Сахалинская область,2019,5693.0,Сахалинская область
Сахалинская область,2020,5591.0,Сахалинская область
Сахалинская область,2021,5441.99,Сахалинская область
Свердловская область,2006,47074.95,Свердловская область
Свердловская область,2007,50352.98,Свердловская область
Свердловская область,2008,54499.98,Свердловская область
Свердловская область,2009,56525.98,Свердловская область
Свердловская область,2010,57423.0,Свердловская область
Свердловская область,2011,58053.99,Свердловская область
Свердловская область,2012,61451.0,Свердловская область
Свердловская область,2013,62555.99,Свердловская область
Свердловская область,2014,62875.0,Свердловская область
Свердловская область,2015,62198.0,Свердловская область
Свердловская область,2016,59880.97,Свердловская область
Свердловская область,2017,53582.99,Свердловская область
Свердловская область,2018,50285.0,Свердловская область
Свердловская область,2019,46268.99,Свердловская область
Свердловская область,2020,43990.97,Свердловская область
Свердловская область,2021,43003.98,Свердловская область
Смоленская область,2006,8816.0,Смоленская область
Смоленская область,2007,9436.0,Смоленская область
Смоленская область,2008,9950.0,Смоленская область
Смоленская область,2009,10496.99,Смоленская область
Смоленская область,2010,10274.0,Смоленская область
Смоленская область,2011,10229.0,Смоленская область
Смоленская область,2012,10289.0,Смоленская область
Смоленская область,2013,10346.0,Смоленская область
Смоленская область,2014,10412.0,Смоленская область
Смоленская область,2015,10190.0,Смоленская область
Смоленская область,2016,9858.0,Смоленская область
Смоленская область,2017,8658.0,Смоленская область
Смоленская область,2018,7819.0,Смоленская область
Смоленская область,2019,7089.0,Смоленская область
Смоленская область,2020,6553.98,Смоленская область
Смоленская область,2021,6128.99,Смоленская область
Ставропольский край,2006,27270.0,Ставропольский край
Ставропольский край,2007,30528.99,Ставропольский край
Ставропольский край,2008,32935.99,Ставропольский край
Ставропольский край,2009,32837.99,Ставропольский край
Ставропольский край,2010,33066.96,Ставропольский край
Ставропольский край,2011,32860.97,Ставропольский край
Ставропольский край,2012,34767.979999999996,Ставропольский край
Ставропольский край,2013,35404.0,Ставропольский край
Ставропольский край,2014,36507.98,Ставропольский край
Ставропольский край,2015,36343.97,Ставропольский край
Ставропольский край,2016,36578.99,Ставропольский край
Ставропольский край,2017,32459.99,Ставропольский край
Ставропольский край,2018,30552.0,Ставропольский край
Ставропольский край,2019,27982.99,Ставропольский край
Ставропольский край,2020,27486.98,Ставропольский край
Ставропольский край,2021,26650.0,Ставропольский край
Тамбовская область,2006,9208.0,Тамбовская область
Тамбовская область,2007,9854.99,Тамбовская область
Тамбовская область,2008,10190.0,Тамбовская область
Тамбовская область,2009,10176.0,Тамбовская область
Тамбовская область,2010,10337.0,Тамбовская область
Тамбовская область,2011,10056.0,Тамбовская область
Тамбовская область,2012,10394.0,Тамбовская область
Тамбовская область,2013,10308.0,Тамбовская область
Тамбовская область,2014,10453.0,Тамбовская область
Тамбовская область,2015,10366.0,Тамбовская область
Тамбовская область,2016,10038.0,Тамбовская область
Тамбовская область,2017,8908.0,Тамбовская область
Тамбовская область,2018,8289.0,Тамбовская область
Тамбовская область,2019,7724.0,Тамбовская область
Тамбовская область,2020,7433.0,Тамбовская область
Тамбовская область,2021,7217.99,Тамбовская область
Тверская область,2006,13288.99,Тверская область
Тверская область,2007,14117.0,Тверская область
Тверская область,2008,14811.0,Тверская область
Тверская область,2009,15108.0,Тверская область
Тверская область,2010,14810.0,Тверская область
Тверская область,2011,14814.0,Тверская область
Тверская область,2012,15476.0,Тверская область
Тверская область,2013,15094.0,Тверская область
Тверская область,2014,14860.0,Тверская область
Тверская область,2015,14780.0,Тверская область
Тверская область,2016,14552.0,Тверская область
Тверская область,2017,12796.99,Тверская область
Тверская область,2018,11642.0,Тверская область
Тверская область,2019,10818.0,Тверская область
Тверская область,2020,10075.0,Тверская область
Тверская область,2021,9445.0,Тверская область
Томская область,2006,11448.0,Томская область
Томская область,2007,12384.99,Томская область
Томская область,2008,13372.0,Томская область
Томская область,2009,13732.0,Томская область
Томская область,2010,13668.0,Томская область
Томская область,2011,13768.0,Томская область
Томская область,2012,14384.0,Томская область
Томская область,2013,14723.0,Томская область
Томская область,2014,14664.0,Томская область
Томская область,2015,14618.0,Томская область
Томская область,2016,14226.0,Томская область
Томская область,2017,12634.0,Томская область
Томская область,2018,11799.0,Томская область
Томская область,2019,10491.0,Томская область
Томская область,2020,9940.0,Томская область
Томская область,2021,9444.0,Томская область
Тульская область,2006,12662.0,Тульская область
Тульская область,2007,13070.0,Тульская область
Тульская область,2008,14148.0,Тульская область
Тульская область,2009,14773.0,Тульская область
Тульская область,2010,14737.0,Тульская область
Тульская область,2011,14588.0,Тульская область
Тульская область,2012,15499.0,Тульская область
Тульская область,2013,15110.0,Тульская область
Тульская область,2014,15206.0,Тульская область
Тульская область,2015,15814.0,Тульская область
Тульская область,2016,15295.0,Тульская область
Тульская область,2017,13418.0,Тульская область
Тульская область,2018,12380.98,Тульская область
Тульская область,2019,11205.99,Тульская область
Тульская область,2020,10812.0,Тульская область
Тульская область,2021,10138.0,Тульская область
Тюменская область,2006,43901.97,Тюменская область
Тюменская область,2007,47832.99,Тюменская область
Тюменская область,2008,51303.96,Тюменская область
Тюменская область,2009,52922.99,Тюменская область
Тюменская область,2010,54681.97,Тюменская область
Тюменская область,2011,55118.0,Тюменская область
Тюменская область,2012,59667.99,Тюменская область
Тюменская область,2013,59999.98,Тюменская область
Тюменская область,2014,61146.98,Тюменская область
Тюменская область,2015,60003.99,Тюменская область
Тюменская область,2016,57209.0,Тюменская область
Тюменская область,2017,52156.0,Тюменская область
Тюменская область,2018,50406.98,Тюменская область
Тюменская область,2019,47076.0,Тюменская область
Тюменская область,2020,46449.99,Тюменская область
Тюменская область,2021,45214.99,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2014,24212.98,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2015,24202.99,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2016,23259.0,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2017,21325.0,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2018,20722.0,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2019,19420.0,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2020,18753.0,Тюменская область
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2021,18528.0,Тюменская область
Удмуртская Республика,2006,17531.0,Удмуртская Республика
Удмуртская Республика,2007,19469.0,Удмуртская Республика
Удмуртская Республика,2008,20546.0,Удмуртская Республика
Удмуртская Республика,2009,21155.0,Удмуртская Республика
Удмуртская Республика,2010,21734.99,Удмуртская Республика
Удмуртская Республика,2011,21823.0,Удмуртская Республика
Удмуртская Республика,2012,23161.0,Удмуртская Республика
Удмуртская Республика,2013,22232.0,Удмуртская Республика
Удмуртская Республика,2014,22115.0,Удмуртская Республика
Удмуртская Республика,2015,22195.0,Удмуртская Республика
Удмуртская Республика,2016,21024.0,Удмуртская Республика
Удмуртская Республика,2017,17954.0,Удмуртская Республика
Удмуртская Республика,2018,16440.0,Удмуртская Республика
Удмуртская Республика,2019,14602.0,Удмуртская Республика
Удмуртская Республика,2020,14545.0,Удмуртская Республика
Удмуртская Республика,2021,14273.0,Удмуртская Республика
Ульяновская область,2006,11593.0,Ульяновская область
Ульяновская область,2007,12203.99,Ульяновская область
Ульяновская область,2008,13461.0,Ульяновская область
Ульяновская область,2009,13684.0,Ульяновская область
Ульяновская область,2010,13760.0,Ульяновская область
Ульяновская область,2011,13935.0,Ульяновская область
Ульяновская область,2012,14518.0,Ульяновская область
Ульяновская область,2013,14798.0,Ульяновская область
Ульяновская область,2014,15033.0,Ульяновская область
Ульяновская область,2015,15025.0,Ульяновская область
Ульяновская область,2016,14605.0,Ульяновская область
Ульяновская область,2017,12565.0,Ульяновская область
Ульяновская область,2018,11997.99,Ульяновская область
Ульяновская область,2019,10875.0,Ульяновская область
Ульяновская область,2020,10346.0,Ульяновская область
Ульяновская область,2021,10014.0,Ульяновская область
Хабаровский край,2006,15559.0,Хабаровский край
Хабаровский край,2007,16186.0,Хабаровский край
Хабаровский край,2008,17100.0,Хабаровский край
Хабаровский край,2009,17609.0,Хабаровский край
Хабаровский край,2010,17364.0,Хабаровский край
Хабаровский край,2011,17352.0,Хабаровский край
Хабаровский край,2012,18324.0,Хабаровский край
Хабаровский край,2013,18738.0,Хабаровский край
Хабаровский край,2014,18804.0,Хабаровский край
Хабаровский край,2015,19124.0,Хабаровский край
Хабаровский край,2016,17945.0,Хабаровский край
Хабаровский край,2017,16007.0,Хабаровский край
Хабаровский край,2018,15094.0,Хабаровский край
Хабаровский край,2019,14479.0,Хабаровский край
Хабаровский край,2020,13739.0,Хабаровский край
Хабаровский край,2021,13273.0,Хабаровский край
Ханты-Мансийский автономный округ - Югра (Тюменская область),2006,20351.99,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2007,21749.99,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2008,23321.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2009,23914.97,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2010,25083.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2011,25334.97,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2012,27685.99,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2013,27875.97,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2014,27770.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2015,26835.99,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2016,25689.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2017,23276.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2018,22466.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2019,20821.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2020,20605.0,Ханты-Мансийский автономный округ
Ханты-Мансийский автономный округ - Югра (Тюменская область),2021,19737.0,Ханты-Мансийский автономный округ
Челябинская область,2006,37718.99,Челябинская область
Челябинская область,2007,40940.99,Челябинская область
Челябинская область,2008,45090.99,Челябинская область
Челябинская область,2009,45733.0,Челябинская область
Челябинская область,2010,46766.98,Челябинская область
Челябинская область,2011,47299.98,Челябинская область
Челябинская область,2012,49885.0,Челябинская область
Челябинская область,2013,49324.99,Челябинская область
Челябинская область,2014,49838.98,Челябинская область
Челябинская область,2015,48744.0,Челябинская область
Челябинская область,2016,46618.98,Челябинская область
Челябинская область,2017,40287.98,Челябинская область
Челябинская область,2018,37856.96,Челябинская область
Челябинская область,2019,34451.99,Челябинская область
Челябинская область,2020,33251.979999999996,Челябинская область
Челябинская область,2021,33372.0,Челябинская область
Чеченская Республика,2006,27988.97,Чеченская Республика
Чеченская Республика,2007,32660.98,Чеченская Республика
Чеченская Республика,2008,35934.979999999996,Чеченская Республика
Чеченская Республика,2009,36522.94,Чеченская Республика
Чеченская Республика,2010,36507.99,Чеченская Республика
Чеченская Республика,2011,37334.99,Чеченская Республика
Чеченская Республика,2012,34055.99,Чеченская Республика
Чеченская Республика,2013,33361.0,Чеченская Республика
Чеченская Республика,2014,32894.0,Чеченская Республика
Чеченская Республика,2015,32056.98,Чеченская Республика
Чеченская Республика,2016,29892.98,Чеченская Республика
Чеченская Республика,2017,29890.0,Чеченская Республика
Чеченская Республика,2018,29882.97,Чеченская Республика
Чеченская Республика,2019,28144.99,Чеченская Республика
Чеченская Республика,2020,30110.96,Чеченская Республика
Чеченская Республика,2021,30344.99,Чеченская Республика
Чувашская Республика - Чувашия,2006,13230.0,Чувашская Республика
Чувашская Республика - Чувашия,2007,14816.0,Чувашская Республика
Чувашская Республика - Чувашия,2008,15011.0,Чувашская Республика
Чувашская Республика - Чувашия,2009,16099.0,Чувашская Республика
Чувашская Республика - Чувашия,2010,16227.0,Чувашская Республика
Чувашская Республика - Чувашия,2011,16131.0,Чувашская Республика
Чувашская Республика - Чувашия,2012,17407.0,Чувашская Республика
Чувашская Республика - Чувашия,2013,17354.0,Чувашская Республика
Чувашская Республика - Чувашия,2014,17264.0,Чувашская Республика
Чувашская Республика - Чувашия,2015,17138.0,Чувашская Республика
Чувашская Республика - Чувашия,2016,16403.0,Чувашская Республика
Чувашская Республика - Чувашия,2017,13947.0,Чувашская Республика
Чувашская Республика - Чувашия,2018,13061.0,Чувашская Республика
Чувашская Республика - Чувашия,2019,11663.0,Чувашская Республика
Чувашская Республика - Чувашия,2020,11306.99,Чувашская Республика
Чувашская Республика - Чувашия,2021,11063.98,Чувашская Республика
Чукотский автономный округ,2006,716.0,Чукотский автономный округ
Чукотский автономный округ,2007,816.0,Чукотский автономный округ
Чукотский автономный округ,2008,755.0,Чукотский автономный округ
Чукотский автономный округ,2009,699.0,Чукотский автономный округ
Чукотский автономный округ,2010,756.0,Чукотский автономный округ
Чукотский автономный округ,2011,692.0,Чукотский автономный округ
Чукотский автономный округ,2012,719.0,Чукотский автономный округ
Чукотский автономный округ,2013,667.0,Чукотский автономный округ
Чукотский автономный округ,2014,674.0,Чукотский автономный округ
Чукотский автономный округ,2015,683.0,Чукотский автономный округ
Чукотский автономный округ,2016,671.0,Чукотский автономный округ
Чукотский автономный округ,2017,658.0,Чукотский автономный округ
Чукотский автономный округ,2018,621.0,Чукотский автономный округ
Чукотский автономный округ,2019,526.0,Чукотский автономный округ
Чукотский автономный округ,2020,537.0,Чукотский автономный округ
Чукотский автономный округ,2021,521.0,Чукотский автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2006,6924.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2007,7691.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2008,7986.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2009,8143.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2010,8309.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2011,8255.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2012,9025.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2013,8941.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2014,9164.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2015,8965.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2016,8261.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2017,7555.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2018,7219.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2019,6835.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2020,7092.0,Ямало-Ненецкий автономный округ
Ямало-Ненецкий автономный округ (Тюменская область),2021,6950.0,Ямало-Ненецкий автономный округ
Ярославская область,2006,12380.0,Ярославская область
Ярославская область,2007,13035.0,Ярославская область
Ярославская область,2008,13686.99,Ярославская область
Ярославская область,2009,14343.0,Ярославская область
Ярославская область,2010,14287.0,Ярославская область
Ярославская область,2011,14157.0,Ярославская область
Ярославская область,2012,15144.0,Ярославская область
Ярославская область,2013,15372.0,Ярославская область
Ярославская область,2014,15191.0,Ярославская область
Ярославская область,2015,15472.0,Ярославская область
Ярославская область,2016,15299.0,Ярославская область
Ярославская область,2017,13320.99,Ярославская область
