region,year,infant_mortality,region_standard
        Республика Адыгея (Адыгея),1996,33.0,Республика Адыгея
        Республика Калмыкия,1996,26.0,Республика Калмыкия
        Краснодарский край,1996,422.0,Краснодарский край
        Астраханская область,1996,135.0,Астраханская область
        Волгоградская область,1996,256.0,Волгоградская область
        Ростовская область,1996,465.0,Ростовская область
        Республика Дагестан,1996,218.0,Республика Дагестан
        Республика Ингушетия,1996,81.0,Республика Ингушетия
        Кабардино-Балкарская Республика,1996,105.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,1996,50.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,1996,99.0,Республика Северная Осетия - Алания
        Чеченская Республика,1996,0.0,Чеченская Республика
        Ставропольский край,1996,326.0,Ставропольский край
        Республика Башкортостан,1996,465.0,Республика Башкортостан
        Республика Марий Эл,1996,53.0,Республика Марий Эл
        Республика Мордовия,1996,52.0,Республика Мордовия
        Республика Татарстан (Татарстан),1996,447.0,Республика Татарстан
        Удмуртская Республика,1996,149.0,Удмуртская Республика
        Чувашская Республика - Чувашия,1996,134.0,Чувашская Республика
        Пермский край,1996,354.0,Пермский край
        Кировская область,1996,114.0,Кировская область
        Нижегородская область,1996,349.0,Нижегородская область
        Оренбургская область,1996,195.0,Оренбургская область
        Пензенская область,1996,114.0,Пензенская область
        Самарская область,1996,281.0,Самарская область
        Саратовская область,1996,348.0,Саратовская область
        Ульяновская область,1996,149.0,Ульяновская область
        Курганская область,1996,69.0,Курганская область
        Свердловская область,1996,598.0,Свердловская область
        Тюменская область,1996,391.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),1996,195.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),1996,86.0,Ямало-Ненецкий автономный округ
        Челябинская область,1996,434.0,Челябинская область
        Республика Алтай,1996,29.0,Республика Алтай
        Республика Тыва,1996,100.0,Республика Тыва
        Республика Хакасия,1996,101.0,Республика Хакасия
        Алтайский край,1996,185.0,Алтайский край
        Красноярский край,1996,409.0,Красноярский край
        Иркутская область,1996,396.0,Иркутская область
        Кемеровская область - Кузбасс,1996,401.0,Кемеровская область
        Новосибирская область,1996,246.0,Новосибирская область
        Омская область,1996,182.0,Омская область
        Томская область,1996,109.0,Томская область
        Республика Бурятия,1996,112.0,Республика Бурятия
        Забайкальский край,1996,207.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),1996,9.0,Забайкальский край
        Республика Саха (Якутия),1996,133.0,Республика Саха (Якутия)
        Камчатский край,1996,28.0,Камчатский край
        Приморский край,1996,323.0,Приморский край
        Хабаровский край,1996,148.0,Хабаровский край
        Амурская область,1996,145.0,Амурская область
        Магаданская область,1996,35.0,Магаданская область
        Сахалинская область,1996,72.0,Сахалинская область
        Еврейская автономная область,1996,51.0,Еврейская автономная область
        Чукотский автономный округ,1996,15.0,Чукотский автономный округ
        Белгородская область,1997,100.0,Белгородская область
        Брянская область,1997,135.0,Брянская область
        Владимирская область,1997,123.0,Владимирская область
        Воронежская область,1997,143.0,Воронежская область
        Ивановская область,1997,127.0,Ивановская область
        Калужская область,1997,98.0,Калужская область
        Костромская область,1997,67.0,Костромская область
        Курская область,1997,144.0,Курская область
        Липецкая область,1997,77.0,Липецкая область
        Московская область,1997,555.0,Московская область
        Орловская область,1997,67.0,Орловская область
        Рязанская область,1997,96.0,Рязанская область
        Смоленская область,1997,84.0,Смоленская область
        Тамбовская область,1997,91.0,Тамбовская область
        Тверская область,1997,145.0,Тверская область
        Тульская область,1997,180.0,Тульская область
        Ярославская область,1997,96.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,1997,975.0,Москва
        Республика Карелия,1997,55.0,Республика Карелия
        Республика Коми,1997,119.0,Республика Коми
        Архангельская область,1997,118.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),1997,3.0,Ненецкий автономный округ
        Вологодская область,1997,122.0,Вологодская область
        Калининградская область,1997,80.0,Калининградская область
        Ленинградская область,1997,87.0,Ленинградская область
        Мурманская область,1997,103.0,Мурманская область
        Новгородская область,1997,70.0,Новгородская область
        Псковская область,1997,66.0,Псковская область
        Город Санкт-Петербург город федерального значения,1997,345.0,Санкт-Петербург
        Республика Адыгея (Адыгея),1997,45.0,Республика Адыгея
        Республика Калмыкия,1997,29.0,Республика Калмыкия
        Краснодарский край,1997,385.0,Краснодарский край
        Астраханская область,1997,109.0,Астраханская область
        Волгоградская область,1997,247.0,Волгоградская область
        Ростовская область,1997,461.0,Ростовская область
        Республика Дагестан,1997,190.0,Республика Дагестан
        Республика Ингушетия,1997,70.0,Республика Ингушетия
        Кабардино-Балкарская Республика,1997,80.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,1997,51.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,1997,99.0,Республика Северная Осетия - Алания
        Ставропольский край,1997,212.0,Ставропольский край
        Республика Башкортостан,1997,434.0,Республика Башкортостан
        Республика Марий Эл,1997,42.0,Республика Марий Эл
        Республика Мордовия,1997,64.0,Республика Мордовия
        Республика Татарстан (Татарстан),1997,425.0,Республика Татарстан
        Удмуртская Республика,1997,161.0,Удмуртская Республика
        Чувашская Республика - Чувашия,1997,124.0,Чувашская Республика
        Пермский край,1997,292.0,Пермский край
        Кировская область,1997,150.0,Кировская область
        Нижегородская область,1997,402.0,Нижегородская область
        Оренбургская область,1997,217.0,Оренбургская область
        Пензенская область,1997,121.0,Пензенская область
        Самарская область,1997,241.0,Самарская область
        Саратовская область,1997,260.0,Саратовская область
        Ульяновская область,1997,147.0,Ульяновская область
        Курганская область,1997,83.0,Курганская область
        Свердловская область,1997,466.0,Свердловская область
        Тюменская область,1997,348.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),1997,167.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),1997,81.0,Ямало-Ненецкий автономный округ
        Челябинская область,1997,401.0,Челябинская область
        Республика Алтай,1997,20.0,Республика Алтай
        Республика Тыва,1997,65.0,Республика Тыва
        Республика Хакасия,1997,74.0,Республика Хакасия
        Алтайский край,1997,162.0,Алтайский край
        Красноярский край,1997,387.0,Красноярский край
        Иркутская область,1997,361.0,Иркутская область
        Кемеровская область - Кузбасс,1997,373.0,Кемеровская область
        Новосибирская область,1997,257.0,Новосибирская область
        Омская область,1997,222.0,Омская область
        Томская область,1997,109.0,Томская область
        Республика Бурятия,1997,114.0,Республика Бурятия
        Забайкальский край,1997,179.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),1997,12.0,Забайкальский край
        Республика Саха (Якутия),1997,155.0,Республика Саха (Якутия)
        Камчатский край,1997,39.0,Камчатский край
        Приморский край,1997,244.0,Приморский край
        Хабаровский край,1997,157.0,Хабаровский край
        Амурская область,1997,150.0,Амурская область
        Магаданская область,1997,29.0,Магаданская область
        Сахалинская область,1997,74.0,Сахалинская область
        Еврейская автономная область,1997,25.0,Еврейская автономная область
        Чукотский автономный округ,1997,14.0,Чукотский автономный округ
        Белгородская область,1998,99.0,Белгородская область
        Брянская область,1998,107.0,Брянская область
        Владимирская область,1998,130.0,Владимирская область
        Воронежская область,1998,177.0,Воронежская область
        Ивановская область,1998,110.0,Ивановская область
        Калужская область,1998,95.0,Калужская область
        Костромская область,1998,69.0,Костромская область
        Курская область,1998,122.0,Курская область
        Липецкая область,1998,82.0,Липецкая область
        Московская область,1998,552.0,Московская область
        Орловская область,1998,41.0,Орловская область
        Рязанская область,1998,93.0,Рязанская область
        Смоленская область,1998,75.0,Смоленская область
        Тамбовская область,1998,83.0,Тамбовская область
        Тверская область,1998,173.0,Тверская область
        Тульская область,1998,171.0,Тульская область
        Ярославская область,1998,94.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,1998,873.0,Москва
        Республика Карелия,1998,71.0,Республика Карелия
        Республика Коми,1998,129.0,Республика Коми
        Архангельская область,1998,122.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),1998,4.0,Ненецкий автономный округ
        Вологодская область,1998,123.0,Вологодская область
        Калининградская область,1998,96.0,Калининградская область
        Ленинградская область,1998,79.0,Ленинградская область
        Мурманская область,1998,88.0,Мурманская область
        Новгородская область,1998,59.0,Новгородская область
        Псковская область,1998,70.0,Псковская область
        Город Санкт-Петербург город федерального значения,1998,356.0,Санкт-Петербург
        Республика Адыгея (Адыгея),1998,25.0,Республика Адыгея
        Республика Калмыкия,1998,27.0,Республика Калмыкия
        Краснодарский край,1998,397.0,Краснодарский край
        Астраханская область,1998,129.0,Астраханская область
        Волгоградская область,1998,248.0,Волгоградская область
        Ростовская область,1998,425.0,Ростовская область
        Республика Дагестан,1998,258.0,Республика Дагестан
        Республика Ингушетия,1998,161.0,Республика Ингушетия
        Кабардино-Балкарская Республика,1998,80.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,1998,53.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,1998,96.0,Республика Северная Осетия - Алания
        Ставропольский край,1998,223.0,Ставропольский край
        Республика Башкортостан,1998,469.0,Республика Башкортостан
        Республика Марий Эл,1998,56.0,Республика Марий Эл
        Республика Мордовия,1998,44.0,Республика Мордовия
        Республика Татарстан (Татарстан),1998,403.0,Республика Татарстан
        Удмуртская Республика,1998,186.0,Удмуртская Республика
        Чувашская Республика - Чувашия,1998,106.0,Чувашская Республика
        Пермский край,1998,290.0,Пермский край
        Кировская область,1998,142.0,Кировская область
        Нижегородская область,1998,347.0,Нижегородская область
        Оренбургская область,1998,209.0,Оренбургская область
        Пензенская область,1998,103.0,Пензенская область
        Самарская область,1998,251.0,Самарская область
        Саратовская область,1998,256.0,Саратовская область
        Ульяновская область,1998,142.0,Ульяновская область
        Курганская область,1998,83.0,Курганская область
        Свердловская область,1998,461.0,Свердловская область
        Тюменская область,1998,324.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),1998,162.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),1998,52.0,Ямало-Ненецкий автономный округ
        Челябинская область,1998,375.0,Челябинская область
        Республика Алтай,1998,15.0,Республика Алтай
        Республика Тыва,1998,69.0,Республика Тыва
        Республика Хакасия,1998,86.0,Республика Хакасия
        Алтайский край,1998,164.0,Алтайский край
        Красноярский край,1998,381.0,Красноярский край
        Иркутская область,1998,358.0,Иркутская область
        Кемеровская область - Кузбасс,1998,397.0,Кемеровская область
        Новосибирская область,1998,213.0,Новосибирская область
        Омская область,1998,181.0,Омская область
        Томская область,1998,100.0,Томская область
        Республика Бурятия,1998,97.0,Республика Бурятия
        Забайкальский край,1998,191.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),1998,9.0,Забайкальский край
        Республика Саха (Якутия),1998,144.0,Республика Саха (Якутия)
        Камчатский край,1998,45.0,Камчатский край
        Приморский край,1998,234.0,Приморский край
        Хабаровский край,1998,180.0,Хабаровский край
        Амурская область,1998,160.0,Амурская область
        Магаданская область,1998,23.0,Магаданская область
        Сахалинская область,1998,88.0,Сахалинская область
        Еврейская автономная область,1998,34.0,Еврейская автономная область
        Чукотский автономный округ,1998,15.0,Чукотский автономный округ
        Белгородская область,1999,95.0,Белгородская область
        Брянская область,1999,117.0,Брянская область
        Владимирская область,1999,134.0,Владимирская область
        Воронежская область,1999,191.0,Воронежская область
        Ивановская область,1999,133.0,Ивановская область
        Калужская область,1999,87.0,Калужская область
        Костромская область,1999,73.0,Костромская область
        Курская область,1999,110.0,Курская область
        Липецкая область,1999,92.0,Липецкая область
        Московская область,1999,540.0,Московская область
        Орловская область,1999,53.0,Орловская область
        Рязанская область,1999,98.0,Рязанская область
        Смоленская область,1999,90.0,Смоленская область
        Тамбовская область,1999,74.0,Тамбовская область
        Тверская область,1999,144.0,Тверская область
        Тульская область,1999,162.0,Тульская область
        Ярославская область,1999,113.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,1999,844.0,Москва
        Республика Карелия,1999,79.0,Республика Карелия
        Республика Коми,1999,116.0,Республика Коми
        Архангельская область,1999,120.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),1999,3.0,Ненецкий автономный округ
        Вологодская область,1999,127.0,Вологодская область
        Калининградская область,1999,90.0,Калининградская область
        Ленинградская область,1999,86.0,Ленинградская область
        Мурманская область,1999,80.0,Мурманская область
        Новгородская область,1999,47.0,Новгородская область
        Псковская область,1999,48.0,Псковская область
        Город Санкт-Петербург город федерального значения,1999,317.0,Санкт-Петербург
        Республика Адыгея (Адыгея),1999,28.0,Республика Адыгея
        Республика Калмыкия,1999,29.0,Республика Калмыкия
        Краснодарский край,1999,265.0,Краснодарский край
        Астраханская область,1999,98.0,Астраханская область
        Волгоградская область,1999,249.0,Волгоградская область
        Ростовская область,1999,433.0,Ростовская область
        Республика Дагестан,1999,269.0,Республика Дагестан
        Республика Ингушетия,1999,168.0,Республика Ингушетия
        Кабардино-Балкарская Республика,1999,63.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,1999,65.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,1999,94.0,Республика Северная Осетия - Алания
        Ставропольский край,1999,206.0,Ставропольский край
        Республика Башкортостан,1999,413.0,Республика Башкортостан
        Республика Марий Эл,1999,54.0,Республика Марий Эл
        Республика Мордовия,1999,55.0,Республика Мордовия
        Республика Татарстан (Татарстан),1999,347.0,Республика Татарстан
        Удмуртская Республика,1999,172.0,Удмуртская Республика
        Чувашская Республика - Чувашия,1999,115.0,Чувашская Республика
        Пермский край,1999,326.0,Пермский край
        Кировская область,1999,119.0,Кировская область
        Нижегородская область,1999,358.0,Нижегородская область
        Оренбургская область,1999,193.0,Оренбургская область
        Пензенская область,1999,107.0,Пензенская область
        Самарская область,1999,193.0,Самарская область
        Саратовская область,1999,292.0,Саратовская область
        Ульяновская область,1999,149.0,Ульяновская область
        Курганская область,1999,96.0,Курганская область
        Свердловская область,1999,435.0,Свердловская область
        Тюменская область,1999,331.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),1999,160.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),1999,65.0,Ямало-Ненецкий автономный округ
        Челябинская область,1999,402.0,Челябинская область
        Республика Алтай,1999,26.0,Республика Алтай
        Республика Тыва,1999,75.0,Республика Тыва
        Республика Хакасия,1999,62.0,Республика Хакасия
        Алтайский край,1999,195.0,Алтайский край
        Красноярский край,1999,427.0,Красноярский край
        Иркутская область,1999,393.0,Иркутская область
        Кемеровская область - Кузбасс,1999,423.0,Кемеровская область
        Новосибирская область,1999,214.0,Новосибирская область
        Омская область,1999,161.0,Омская область
        Томская область,1999,107.0,Томская область
        Республика Бурятия,1999,95.0,Республика Бурятия
        Забайкальский край,1999,196.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),1999,7.0,Забайкальский край
        Республика Саха (Якутия),1999,130.0,Республика Саха (Якутия)
        Камчатский край,1999,35.0,Камчатский край
        Приморский край,1999,243.0,Приморский край
        Хабаровский край,1999,175.0,Хабаровский край
        Амурская область,1999,179.0,Амурская область
        Магаданская область,1999,29.0,Магаданская область
        Сахалинская область,1999,64.0,Сахалинская область
        Еврейская автономная область,1999,36.0,Еврейская автономная область
        Чукотский автономный округ,1999,8.0,Чукотский автономный округ
        Белгородская область,2000,93.0,Белгородская область
        Брянская область,2000,105.0,Брянская область
        Владимирская область,2000,134.0,Владимирская область
        Воронежская область,2000,166.0,Воронежская область
        Ивановская область,2000,115.0,Ивановская область
        Калужская область,2000,87.0,Калужская область
        Костромская область,2000,63.0,Костромская область
        Курская область,2000,110.0,Курская область
        Липецкая область,2000,91.0,Липецкая область
        Московская область,2000,516.0,Московская область
        Орловская область,2000,51.0,Орловская область
        Рязанская область,2000,91.0,Рязанская область
        Смоленская область,2000,79.0,Смоленская область
        Тамбовская область,2000,73.0,Тамбовская область
        Тверская область,2000,145.0,Тверская область
        Тульская область,2000,183.0,Тульская область
        Ярославская область,2000,95.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2000,785.0,Москва
        Республика Карелия,2000,70.0,Республика Карелия
        Республика Коми,2000,104.0,Республика Коми
        Архангельская область,2000,125.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2000,8.0,Ненецкий автономный округ
        Вологодская область,2000,117.0,Вологодская область
        Калининградская область,2000,104.0,Калининградская область
        Ленинградская область,2000,73.0,Ленинградская область
        Мурманская область,2000,90.0,Мурманская область
        Новгородская область,2000,52.0,Новгородская область
        Псковская область,2000,55.0,Псковская область
        Город Санкт-Петербург город федерального значения,2000,297.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2000,39.0,Республика Адыгея
        Республика Калмыкия,2000,37.0,Республика Калмыкия
        Краснодарский край,2000,302.0,Краснодарский край
        Астраханская область,2000,104.0,Астраханская область
        Волгоградская область,2000,248.0,Волгоградская область
        Ростовская область,2000,379.0,Ростовская область
        Республика Дагестан,2000,219.0,Республика Дагестан
        Республика Ингушетия,2000,187.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2000,65.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2000,56.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2000,58.0,Республика Северная Осетия - Алания
        Чеченская Республика,2000,0.0,Чеченская Республика
        Ставропольский край,2000,183.0,Ставропольский край
        Республика Башкортостан,2000,379.0,Республика Башкортостан
        Республика Марий Эл,2000,45.0,Республика Марий Эл
        Республика Мордовия,2000,44.0,Республика Мордовия
        Республика Татарстан (Татарстан),2000,370.0,Республика Татарстан
        Удмуртская Республика,2000,146.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2000,107.0,Чувашская Республика
        Пермский край,2000,278.0,Пермский край
        Кировская область,2000,114.0,Кировская область
        Нижегородская область,2000,326.0,Нижегородская область
        Оренбургская область,2000,155.0,Оренбургская область
        Пензенская область,2000,89.0,Пензенская область
        Самарская область,2000,209.0,Самарская область
        Саратовская область,2000,257.0,Саратовская область
        Ульяновская область,2000,132.0,Ульяновская область
        Курганская область,2000,133.0,Курганская область
        Свердловская область,2000,478.0,Свердловская область
        Тюменская область,2000,314.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2000,139.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2000,46.0,Ямало-Ненецкий автономный округ
        Челябинская область,2000,401.0,Челябинская область
        Республика Алтай,2000,18.0,Республика Алтай
        Республика Тыва,2000,83.0,Республика Тыва
        Республика Хакасия,2000,76.0,Республика Хакасия
        Алтайский край,2000,171.0,Алтайский край
        Красноярский край,2000,379.0,Красноярский край
        Иркутская область,2000,303.0,Иркутская область
        Кемеровская область - Кузбасс,2000,355.0,Кемеровская область
        Новосибирская область,2000,205.0,Новосибирская область
        Омская область,2000,156.0,Омская область
        Томская область,2000,129.0,Томская область
        Республика Бурятия,2000,122.0,Республика Бурятия
        Забайкальский край,2000,173.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2000,8.0,Забайкальский край
        Республика Саха (Якутия),2000,120.0,Республика Саха (Якутия)
        Камчатский край,2000,47.0,Камчатский край
        Приморский край,2000,244.0,Приморский край
        Хабаровский край,2000,155.0,Хабаровский край
        Амурская область,2000,139.0,Амурская область
        Магаданская область,2000,29.0,Магаданская область
        Сахалинская область,2000,73.0,Сахалинская область
        Еврейская автономная область,2000,29.0,Еврейская автономная область
        Чукотский автономный округ,2000,5.0,Чукотский автономный округ
        Белгородская область,2001,111.0,Белгородская область
        Брянская область,2001,105.0,Брянская область
        Владимирская область,2001,147.0,Владимирская область
        Воронежская область,2001,158.0,Воронежская область
        Ивановская область,2001,121.0,Ивановская область
        Калужская область,2001,90.0,Калужская область
        Костромская область,2001,53.0,Костромская область
        Курская область,2001,99.0,Курская область
        Липецкая область,2001,80.0,Липецкая область
        Московская область,2001,508.0,Московская область
        Орловская область,2001,63.0,Орловская область
        Рязанская область,2001,92.0,Рязанская область
        Смоленская область,2001,87.0,Смоленская область
        Тамбовская область,2001,88.0,Тамбовская область
        Тверская область,2001,135.0,Тверская область
        Тульская область,2001,162.0,Тульская область
        Ярославская область,2001,109.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2001,896.0,Москва
        Республика Карелия,2001,61.0,Республика Карелия
        Республика Коми,2001,74.0,Республика Коми
        Архангельская область,2001,144.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2001,5.0,Ненецкий автономный округ
        Вологодская область,2001,138.0,Вологодская область
        Калининградская область,2001,88.0,Калининградская область
        Ленинградская область,2001,81.0,Ленинградская область
        Мурманская область,2001,113.0,Мурманская область
        Новгородская область,2001,45.0,Новгородская область
        Псковская область,2001,69.0,Псковская область
        Город Санкт-Петербург город федерального значения,2001,307.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2001,14.0,Республика Адыгея
        Республика Калмыкия,2001,26.0,Республика Калмыкия
        Краснодарский край,2001,336.0,Краснодарский край
        Астраханская область,2001,101.0,Астраханская область
        Волгоградская область,2001,260.0,Волгоградская область
        Ростовская область,2001,379.0,Ростовская область
        Республика Дагестан,2001,269.0,Республика Дагестан
        Республика Ингушетия,2001,143.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2001,68.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2001,43.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2001,47.0,Республика Северная Осетия - Алания
        Чеченская Республика,2001,0.0,Чеченская Республика
        Ставропольский край,2001,204.0,Ставропольский край
        Республика Башкортостан,2001,335.0,Республика Башкортостан
        Республика Марий Эл,2001,43.0,Республика Марий Эл
        Республика Мордовия,2001,44.0,Республика Мордовия
        Республика Татарстан (Татарстан),2001,317.0,Республика Татарстан
        Удмуртская Республика,2001,158.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2001,108.0,Чувашская Республика
        Пермский край,2001,276.0,Пермский край
        Кировская область,2001,151.0,Кировская область
        Нижегородская область,2001,285.0,Нижегородская область
        Оренбургская область,2001,169.0,Оренбургская область
        Пензенская область,2001,111.0,Пензенская область
        Самарская область,2001,208.0,Самарская область
        Саратовская область,2001,274.0,Саратовская область
        Ульяновская область,2001,123.0,Ульяновская область
        Курганская область,2001,103.0,Курганская область
        Свердловская область,2001,407.0,Свердловская область
        Тюменская область,2001,290.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2001,139.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2001,55.0,Ямало-Ненецкий автономный округ
