year,poverty_percent,region,income_per_capita,real_income,nominal_wage,real_wage,children_percent,elderly_percent,working_age_percent,alcohol_rate,drugs_rate,births,total,18_30,31_40,41_50,51_60,60_,gdp_per_capita,population,infant_mortality_rural,infant_mortality_urban,retail_per_capita,welfare_percent,production_total,dependent_percent,disabled_rate_per_1000,addiction_rate,production_per_capita,poverty_welfare_ratio,birth_rate_per_1000,infant_mortality_rural_rate,infant_mortality_urban_rate,disabled_18_30_rate,disabled_31_40_rate,disabled_41_50_rate,disabled_51_60_rate,disabled_60_plus_rate,log_income_per_capita,log_real_income,log_nominal_wage,log_real_wage,log_gdp_per_capita,log_retail_per_capita,log_production_total,log_production_per_capita,log_births,log_population,log_birth_rate_per_1000,log_total,log_18_30,log_31_40,log_41_50,log_51_60,log_60_,log_disabled_rate_per_1000,log_disabled_18_30_rate,log_disabled_31_40_rate,log_disabled_41_50_rate,log_disabled_51_60_rate,log_disabled_60_plus_rate,log_alcohol_rate,log_drugs_rate,log_addiction_rate,log_infant_mortality_rural,log_infant_mortality_urban,log_infant_mortality_rural_rate,log_infant_mortality_urban_rate,agglo_cluster
2018,9.7,Ненецкий автономный округ,78549.0,105.9,82786.0,110.0,50.5,5.5,44.0,181.8,2.3,608.0,2905.083333333333,132.66666666666666,214.83333333333331,281.6666666666667,537.1666666666666,1738.75,7296374.4,41699.0,1.0,0.0,220864.0,15.5,741155441.0,56.0,69.66793768036003,184.1,17773.93800810571,0.6258064516129032,14.580685388138804,1.644736842105263,0.0,3.181531131841691,5.152002046411984,6.754758307553339,12.88200356523338,41.697642629319645,11.271490643683768,4.671893818030999,11.324026323215884,4.709530201312334,15.80288826226353,12.305306934120564,20.423720934540377,9.78554476707637,6.411818267709897,10.638256407786892,2.7460320310115116,7.974561520020975,4.895349138638459,5.374506504905583,5.644268347123793,6.28816830153022,7.46149670372496,4.257991971884986,1.4306774789490455,1.8167775648450275,2.0483066301277884,2.6305932937415473,3.754143710966305,5.20839265902005,1.1939224684724346,5.220896219579452,0.6931471805599453,0.0,0.9725715677727448,0.0,1
2019,9.4,Ненецкий автономный округ,81041.0,99.8,88027.0,102.7,45.6,2.0,52.4,132.9,1.15,591.0,2918.75,131.5,221.83333333333331,293.9166666666667,520.75,1750.75,7530484.7,41881.0,0.0,1.0,223587.0,14.3,731029060.0,47.6,69.69150688856521,134.05,17454.90938611781,0.6573426573426573,14.111410902318474,0.0,1.6920473773265652,3.1398486187053796,5.2967534999960195,7.017899922797132,12.43403930183138,41.80296554523531,11.30272281778882,4.613138355637268,11.385410224669426,4.641502115235482,15.834470099687945,12.317560351559973,20.409963772053796,9.767433517071629,6.3835066348840055,10.642611419336095,2.7154501473270565,7.979253275158674,4.886582645426277,5.406424107873888,5.686692830557464,6.25718854595731,7.468370567250643,4.258325436811868,1.4206592216385865,1.8400341831148628,2.0816765325755866,2.5977917323898483,3.7566073886274953,4.897093252697127,0.7654678421395714,4.905645080238624,0.0,0.6931471805599453,0.0,0.9903020109316888,1
2020,9.4,Ненецкий автономный округ,84147.0,101.1,92237.0,101.4,50.5,2.0,48.4,132.9,1.15,594.0,2919.0,134.0,213.58333333333331,312.0,496.5833333333333,1762.8333333333333,5206287.1,41906.0,2.0,2.0,226206.0,14.4,525911311.7,52.5,69.65589653032978,134.05,12549.785512814396,0.6527777777777778,14.17458120555529,3.3670033670033668,3.3670033670033668,3.19763279721281,5.096724414960467,7.4452345726149005,11.84993397922334,42.066370766318265,11.34033243225392,4.625952725170619,11.432127472140657,4.628886712605407,15.465377702997763,12.329205788250766,20.080643149452,9.437538533263718,6.38856140554563,10.64320815639566,2.7196217389077573,7.979338895262328,4.90527477843843,5.368698163309836,5.746203190540153,6.209763046758992,7.475244749865669,4.257821566799013,1.4345207466847911,1.8077516457992304,2.1336023263825763,2.553338673524399,3.762742431905664,4.897093252697127,0.7654678421395714,4.905645080238624,1.0986122886681098,1.0986122886681098,1.4740770455137442,1.4740770455137442,1
2015,14.5,Вологодская область,24991.0,99.3,27445.0,89.0,38.2,5.1,54.95,70.1,4.5,16381.0,97658.83333333334,2899.875,5307.291666666666,7030.208333333334,15974.541666666668,66523.66666666666,402652.1,1299611.0,35.0,60.0,132285.0,20.3,539626321.83,43.3,75.1446650831159,74.6,415.22141766266986,0.7142857142857143,12.604540897237712,2.1366216958671633,3.662780050057994,2.2313407627359267,4.0837540361436355,5.409471244344141,12.29178705525474,51.187368117588,10.126311052639412,4.60816569496789,10.21997571682958,4.499809670330265,12.905830676188218,11.792721524397884,20.106387463224447,6.031217372661149,9.703938450075547,14.077576316344794,2.6104036265160837,11.489245631013064,7.972767694602923,8.577025342447884,8.858113852443346,9.678814185817483,11.105328085185713,4.332635018884576,1.1728971479279813,1.626049972169375,1.8577767783482777,2.587146329844513,3.954840475519747,4.264087336809195,1.7047480922384253,4.3254562831854875,3.58351893845611,4.110873864173311,1.1431463276958471,1.5396118475217446,2
2016,13.8,Вологодская область,26602.0,99.2,29303.0,99.8,38.2,5.1,54.95,64.3,4.4,15729.0,97658.83333333334,2899.875,5307.291666666666,7030.208333333334,15974.541666666668,66523.66666666666,430041.5,1290370.0,39.0,65.0,136224.0,21.4,558780502.8299999,43.3,75.68281448990085,68.7,433.0389755108999,0.6448598130841122,12.189527034881468,2.4794964714857906,4.132494119142984,2.247320535970303,4.112999888920749,5.44821123657039,12.37981483347154,51.55394705911224,10.188779270365272,4.607168188650764,10.28547930445865,4.613138355637268,12.971639319994972,11.8220632094513,20.14126729538625,6.073134335392802,9.663324996052324,14.07044033188902,2.5794231082304746,11.489245631013064,7.972767694602923,8.577025342447884,8.858113852443346,9.678814185817483,11.105328085185713,4.339677621858327,1.1778302058247672,1.6317862943729935,1.863802764681748,2.5937472155513728,3.961840205046781,4.178992036282385,1.6863989535702288,4.244200317766478,3.688879454113936,4.189654742026425,1.2468875912156867,1.6355917241027909,2
2017,13.9,Вологодская область,25920.0,94.2,31651.0,104.9,38.2,9.8,51.9,50.6,5.8,13511.99,103418.25,3216.583333333333,5386.25,7077.416666666667,18018.25,69719.75,459777.5,1278543.0,25.0,62.0,145711.0,28.9,1242789715.1999998,48.0,80.88758062888772,56.4,972.0359152566632,0.4809688581314879,10.568271853195396,1.8502085925167204,4.588517309441467,2.515819439262765,4.212803167355341,5.535532763987342,14.092799381796311,54.53062587648596,10.162808729968926,4.55597994179732,10.362556616729083,4.662495252607361,13.038500130757326,11.8893873498076,20.940624460746644,6.88042099338213,9.51140672400969,14.06123248845165,2.4482661655893954,11.546546393941709,8.076385839160782,8.59179032962302,8.864805527026208,9.799195909874422,11.152253256891072,4.405347338687493,1.257272624483439,1.6511177470365426,1.877253868464373,2.7142177679532784,4.016934686151389,3.9435216724875177,1.916922612182061,4.050044303325521,3.258096538021482,4.143134726391533,1.0473921819590195,1.720714012171016,2
2018,13.5,Вологодская область,26982.0,100.6,35497.0,109.1,37.8,6.9,55.3,50.1,6.1,12306.0,99245.75,2982.5,5317.583333333333,6923.916666666667,16607.166666666668,67414.58333333333,525206.6,1266848.0,17.0,48.0,159085.0,26.6,1482083829.06,44.7,78.3406928060825,56.2,1169.8987006018083,0.5075187969924811,9.713872540352115,1.381439947992849,3.9005363237445145,2.3542682310742884,4.197491201259609,5.465467575168186,13.109044389434777,53.21442140914563,10.20296231705686,4.6210435351443815,10.477231635848293,4.701389043728634,13.171548891983916,11.977200215482378,21.116714927713115,7.065526853110967,9.417923485172336,14.052043273037498,2.3715394008369604,11.505364452421349,8.000852386962137,8.578962256147202,8.84288129728879,9.717649821239604,11.118631476902255,4.373751147164048,1.2102336336899775,1.648176047869254,1.8664753336871664,2.646816037804736,3.992946950712731,3.933784497209659,1.9600947840472696,4.046553898385752,2.8903717578961645,3.8918202981106265,0.8677053248975348,1.5893446529523592,2
2019,12.9,Вологодская область,28334.0,100.4,39116.0,106.0,38.2,3.3,58.5,57.45,5.15,11280.0,96071.91666666669,2817.25,5297.0,6983.0,15341.916666666666,65632.75,541318.7,1255924.0,24.0,42.0,170174.0,24.1,1514574515.96,41.5,76.49500819051686,62.6,1205.9444010624848,0.5352697095435685,8.981435182383647,2.127659574468085,3.7234042553191498,2.243169172656944,4.217611893713314,5.560049811931295,12.215640967659402,52.25853634455588,10.25185306860372,4.619073091157083,10.57431243409158,4.672828834461906,13.201765325989443,12.044582598316152,21.138400389571785,7.095847156293801,9.33087517360492,14.04338291085157,2.3007268858343672,11.47286273075002,7.943871403924641,8.575084669832014,8.851377097519439,9.638409191571965,11.09184532433916,4.3502135238399156,1.1765509914462449,1.6520398055875232,1.8809981962093785,2.5814010499189437,3.9751580986817663,4.068171687918078,1.8164520818184269,4.152613470346076,3.218875824868201,3.7612001156935624,1.1402849850686776,1.552529780162221,2
2020,12.8,Вологодская область,29522.0,99.6,42775.0,105.4,43.1,2.3,54.6,57.45,5.15,10698.0,92728.5,2787.5,5225.416666666667,7135.416666666667,14204.5,63375.66666666666,544379.2,1245769.0,23.0,36.0,182920.0,25.9,1554870357.5,45.4,74.43474673073419,62.6,1248.120925709341,0.4942084942084943,8.587466857820349,2.1499345672088244,3.3651149747616373,2.237573739593777,4.194530981800532,5.727720521755371,11.402194146747911,50.87272734083659,10.292924899567096,4.611152257665639,10.663732476628567,4.667205576907544,13.207403178782087,12.11680964462781,21.16465800836253,7.130195323460906,9.277905558138606,14.035264370600368,2.260456709875963,11.43744193178146,7.933259095829609,8.561481172459667,8.872966061942396,9.56138449254246,11.05685103903552,4.3232680008360695,1.1748242034747731,1.6476063378576704,1.9062363822352288,2.517873404276041,3.9487931672940375,4.068171687918078,1.8164520818184269,4.152613470346076,3.1780538303479458,3.610917912644224,1.1473816803071353,1.4736445290962477,2
2015,13.6,Калининградская область,25510.0,97.2,28262.0,90.8,35.349999999999994,8.35,55.3,83.9,6.1,12413.0,70281.66666666667,2795.1666666666665,4424.791666666667,5893.416666666666,11244.958333333332,45954.75,359639.7,958782.0,13.0,62.0,145944.0,10.0,460103294.5,43.7,73.30307271795536,90.0,479.8831168086176,1.36,12.9466343756975,1.0472891323612343,4.994763554338194,2.9153307703593376,4.615013284215459,6.1467744144828185,11.728378644293835,47.93034287251951,10.146865010681148,4.58700621536042,10.249308807716778,4.519612297626445,12.79286075648765,11.890985117387793,19.9469615776734,6.175624240178497,9.426580146973595,13.773420050888726,2.6352382157678207,11.160280485045435,7.9360047105423455,8.395204449161232,8.681760854159462,9.327764083824238,10.735434255972384,4.308152306426542,1.364899813832822,1.7254439540318571,1.9666611240742191,2.543834039516144,3.890397712685422,4.441474093317302,1.9600947840472696,4.51085950651685,2.6390573296152584,4.143134726391533,0.7165165435837129,1.790886347224316,2
2016,14.1,Калининградская область,25663.0,94.6,29451.0,97.1,35.349999999999994,8.35,55.3,83.6,6.5,12179.0,70281.66666666667,2795.1666666666665,4424.791666666667,5893.416666666666,11244.958333333332,45954.75,425021.5,957533.0,8.0,47.0,153165.0,8.4,465551196.84,43.7,73.39868878322383,90.1,486.1985924662649,1.6785714285714284,12.719143883291752,0.6568683799983579,3.859101732490352,2.9191335094108157,4.621033078407393,6.154792228222595,11.743677067352596,47.99286290916344,10.152844510666242,4.560172820057356,10.290517098488609,4.585987366571318,12.95989738768169,11.93927757954317,19.95873263325222,6.188671827364964,9.407550541263888,13.772116508544883,2.6187922211738437,11.160280485045435,7.9360047105423455,8.395204449161232,8.681760854159462,9.327764083824238,10.735434255972384,4.309438317802344,1.3658705858510032,1.7265154687931212,1.967782373903708,2.5450352323112138,3.8916746325868874,4.437934266612178,2.0149030205422647,4.511957804265912,2.1972245773362196,3.871201010907891,0.5049293025787737,1.5808535921237832,2
2017,13.8,Калининградская область,26463.0,100.7,30580.0,100.4,35.9,10.6,53.5,82.7,6.3,10935.98,72364.08333333333,3022.083333333333,4457.083333333333,5922.75,12170.583333333334,46791.583333333336,450993.6,955449.0,5.0,45.0,158572.0,9.7,1034330675.6,46.5,75.73830035232999,89.0,1082.5597971215627,1.4226804123711343,11.44590658423422,0.4572063957688291,4.114857561919463,3.162998059899935,4.664909726561368,6.198917995623001,12.73807742049375,48.97339714975193,10.183540597823418,4.622027303054514,10.32813418006022,4.619073091157083,13.019210645020673,11.97397033409401,20.757020365194677,6.988007008305954,9.299904986678529,13.769937712669517,2.5213917804330332,11.18947918764063,8.01403256083462,8.402474206757494,8.686724973281798,9.406859278861225,10.753479993563648,4.3404009364412675,1.4262355021786042,1.734290959059333,1.9739307363433871,2.6201713512754283,3.911490806830631,4.4272389774954295,1.9878743481543455,4.499809670330265,1.791759469228055,3.828641396489095,0.3765211752236369,1.6321495518837814,2
2018,13.6,Калининградская область,27461.0,101.8,33385.0,106.3,34.8,14.9,50.3,79.1,4.2,10340.99,70929.16666666667,2874.25,4451.166666666667,5916.333333333333,11583.5,46103.91666666666,494096.4,954093.0,5.0,42.0,170470.0,9.3,1278541120.2,49.7,74.34198413222472,83.3,1340.0592187554043,1.4623655913978493,10.83855557057855,0.4835127004281021,4.061506683596058,3.0125469948946275,4.66533835450702,6.201002767375227,12.14085000099571,48.32224601445211,10.220558509881696,4.632785353021065,10.415891929415332,4.675628649636653,13.110487942727303,12.046320473262568,20.968985515807532,7.201215042452364,9.243967586024738,13.768517478071177,2.4713616262856126,11.169451103927852,7.963894905972691,8.401146148052904,8.68564117594432,9.357423276677428,10.738674875503149,4.322037537624904,1.3894262005108196,1.7343666198820775,1.9742202895709509,2.5757256990157065,3.8983752168872288,4.383275854074314,1.6486586255873816,4.4343818650078095,1.791759469228055,3.7612001156935624,0.3944127218365301,1.6216642025331378,2
2019,13.5,Калининградская область,28952.0,101.4,35637.0,101.7,36.8,6.0,57.1,83.15,6.199999999999999,9306.0,69634.16666666667,2716.083333333333,4398.416666666667,5807.666666666667,10906.416666666666,45805.583333333336,515933.0,947887.0,9.0,47.0,179949.0,9.3,1343800113.22,42.8,73.46251891487769,89.35000000000001,1417.679652975513,1.4516129032258065,9.817625940644824,0.9671179883945842,5.050505050505051,2.8654083591539212,4.6402331360876,6.126960984449272,11.506030430490837,48.32388600469606,10.273429104575246,4.628886712605407,10.48116776328736,4.631812116934513,13.15373412930616,12.100434313507176,21.018767343448086,7.257481896194589,9.13852208418571,13.761991630797755,2.381176835355101,11.151024986916749,7.907314280039302,8.389227235359835,8.667106334123122,9.297198264965523,10.732183100675018,4.310295896973611,1.3520673321254684,1.7299254008413956,1.9638849141746344,2.5262109624134426,3.898408466852748,4.432600920636815,1.9740810260220096,4.503691017038237,2.302585092994046,3.871201010907891,0.6765695215401308,1.8001417479808597,2
2020,13.5,Калининградская область,29518.0,99.2,36647.0,99.2,29.1,6.1,64.8,83.15,6.199999999999999,9286.0,67765.83333333333,2619.0,4372.583333333333,5870.5,10320.416666666666,44583.333333333336,530036.9,942098.0,5.0,30.0,183286.0,12.6,1303663777.26,35.2,71.93076870276057,89.35000000000001,1383.787862048322,1.0714285714285714,9.856724035079154,0.5384449709239716,3.230669825543829,2.7799655662149796,4.641325353979451,6.231305023468896,10.954716671372475,47.32345608772478,10.292789402801873,4.607168188650764,10.50911413556658,4.607168188650764,13.18070379240559,12.118808509326898,20.988444428447075,7.2333022386938355,9.13637085177601,13.755865643577753,2.384784614770562,11.12382817036488,7.8709295967551425,8.383337936830282,8.677865416805135,9.241976303516164,10.70513780574514,4.289510617222516,1.3297149001230684,1.730119029744038,1.978419521053652,2.481125901037016,3.8779170760630737,4.432600920636815,1.9740810260220096,4.503691017038237,1.791759469228055,3.4339872044851463,0.4307721471350508,1.4423603317143543,2
2015,10.3,Ленинградская область,25541.0,102.8,33996.0,92.2,19.0,6.4,62.1,42.1,9.5,16105.0,139347.7083333333,4420.083333333333,7696.958333333334,9991.625,21085.791666666668,96064.54166666666,478065.2,1686716.0,31.0,66.0,175173.0,12.5,964509391.8,25.4,82.61480197812395,51.6,571.8267875564113,0.8240000000000001,9.54813969868075,1.9248680533995652,4.098106178205526,2.6205261189988907,4.5632805601733395,5.923715077108416,12.50109186529722,56.95359602130213,10.148079435056207,4.642465970731788,10.43402756441122,4.534747721691546,13.077504495608071,12.073535044645304,20.687130128780005,6.350583380538296,9.68694715235549,14.338294594047513,2.35594951249518,11.844734763640966,8.394140043079343,8.948710421167746,9.209602599889273,9.956402136090496,11.472785963193251,4.426220561572481,1.286619352017344,1.7161879630720878,1.9349524864251648,2.6027705610847662,4.059642621722486,3.763522997109702,2.3513752571634776,3.962716119743664,3.4657359027997265,4.204692619390966,1.073249369717469,1.6288691331606386,2
2016,9.7,Ленинградская область,28524.0,104.3,36319.0,99.3,19.0,6.4,62.1,41.6,8.9,16336.0,139347.7083333333,4420.083333333333,7696.958333333334,9991.625,21085.791666666668,96064.54166666666,534152.5,1680358.0,18.0,52.0,191917.0,17.5,1016348436.39,25.4,82.92739305156003,50.5,604.8404187619543,0.5542857142857143,9.721737867763894,1.1018609206660137,3.1831537708129285,2.6304414495799904,4.580546724765397,5.9461287416133946,12.548392465573803,57.16909234024337,10.258536174730276,4.6568134191399295,10.50012383271523,4.60816569496789,13.188438529819102,12.164823476450524,20.739482077495737,6.406616616014153,9.701187753026508,14.334518019027074,2.3722732570337293,11.844734763640966,8.394140043079343,8.948710421167746,9.209602599889273,9.956402136090496,11.472785963193251,4.429952056627704,1.2893542523372288,1.719286750942194,1.9381844887906872,2.606267903060732,4.0633541542293905,3.751854253275325,2.2925347571405443,3.9415818076696905,2.9444389791664403,3.970291913552122,0.7428231050259783,1.431065452676801,2
2017,9.0,Ленинградская область,29668.0,101.0,39333.0,104.2,31.5,6.4,62.1,34.8,9.5,14991.0,144254.33333333334,4885.166666666667,7699.416666666667,9939.0,23307.916666666668,98422.83333333331,556083.1,1672685.0,20.0,48.0,205604.0,17.1,2065393034.8,37.9,86.24118308786971,44.3,1234.7770409850032,0.5263157894736842,8.962237360889826,1.3341338136215062,3.201921152691615,2.9205538799395385,4.6030284642157175,5.941943641510505,13.934432763291754,58.84122433891218,10.29785800863868,4.624972813284271,10.5798445637886,4.65586330030361,13.228674820787036,12.233712131333592,21.448586377355088,7.119455234193258,9.615272004478204,14.329941275563394,2.298801680997419,11.879340156534932,8.494163362301546,8.949029718931856,9.20432229965062,10.05659125590333,11.497038262384647,4.468676502542136,1.3662329397239887,1.7233072487443857,1.9375817989264472,2.703669470584682,4.091694793666009,3.5779478934066544,2.3513752571634776,3.813307032488989,3.044522437723423,3.8918202981106265,0.8476408645351999,1.4355418380134444,2
2018,8.4,Ленинградская область,31341.0,104.4,43631.0,107.9,19.0,17.0,64.1,35.3,8.6,14023.0,141081.66666666666,4560.833333333333,7755.25,10060.583333333334,21901.916666666668,96803.08333333331,626840.0,1667150.0,11.0,35.0,221479.0,16.4,2510788660.2,36.0,84.62445890691698,43.9,1506.0364455507902,0.5121951219512195,8.411360705395436,0.7844255865364045,2.4958995935249235,2.735706645072929,4.651800977716462,6.034599966009858,13.13734017135031,58.065011146767425,10.35271433008316,4.657762636107262,10.68354610508537,4.690430029938915,13.348448198939307,12.308087570936904,21.64386274838662,7.317900382508443,9.54852542660107,14.326626739514262,2.2419175452045694,11.857101285976476,8.425479868492905,8.956254248952918,9.216479820268718,9.994375088063103,11.480444455570575,4.449970977227146,1.3179369961575615,1.7319742514840506,1.9508408255536704,2.648819536080389,4.078638721120814,3.591817741270805,2.26176309847379,3.8044377947482086,2.4849066497880004,3.58351893845611,0.5790965631830707,1.251590736993243,2
2019,8.8,Ленинградская область,32306.0,100.7,46387.0,102.2,0.0,0.0,0.0,38.45,9.2,13476.0,137613.75,4279.333333333333,7694.5,10044.25,20269.666666666668,95326.0,657679.7,1673287.0,13.0,27.0,235709.0,16.5,2652269945.2,0.0,82.24157003550498,47.650000000000006,1585.065768872883,0.5333333333333333,8.05360945253265,0.964677945978035,2.003561887800534,2.5574413315428455,4.598434100067712,6.002706051024122,12.113682032231573,56.96930652063872,10.38303920399699,4.622027303054514,10.744796084076594,4.636668853047462,13.396474834172851,12.370357514837975,21.698681693757987,7.369011869729002,9.50873980776916,14.33030111099935,2.2031635127324773,11.832213393503874,8.361786167163164,8.948391021420008,9.214855164943316,9.916930128232616,11.46506836536064,4.421746862898554,1.2690415593610904,1.7224869336508384,1.946296653070744,2.573656115110966,4.059913672551757,3.675034047291883,2.322387720290225,3.884651808632014,2.6390573296152584,3.332204510175204,0.6753283367123699,1.0997988803232068,2
2020,8.7,Ленинградская область,33149.0,100.8,48286.0,101.1,19.0,6.4,62.1,38.45,9.2,13267.0,131260.58333333334,3795.25,7342.666666666667,9756.25,18478.5,91887.91666666669,661328.6,1681445.0,14.0,38.0,255646.0,16.7,2594670989.6,25.4,78.06415513640549,47.650000000000006,1543.1197509285169,0.5209580838323353,7.89023726616095,1.0552498680937663,2.8642496419687946,2.2571359753069533,4.36687888492735,5.802300997059078,10.989654731495827,54.648184547616296,10.408797995614009,4.623010104116422,10.78491765227428,4.625952725170619,13.402007632981622,12.45155286564563,21.6767255596303,7.342209286468712,9.493110400066945,14.335164695463025,2.1849537382766338,11.784947430527971,8.241769016359958,8.901593542744456,9.185765877409604,9.824417288552592,11.428335698967024,4.370259613234326,1.1808482740584934,1.6802465263157558,1.9172609368642637,2.484044172252475,4.019049454505079,3.675034047291883,2.322387720290225,3.884651808632014,2.70805020110221,3.6635616461296463,0.7203974308699632,1.3517675213981015,2
2015,12.7,Мурманская область,36747.0,93.8,45989.0,92.0,40.4,4.35,55.65,97.5,14.4,9099.0,28471.75,1521.25,2364.583333333333,3062.958333333333,4555.75,16968.041666666664,525475.7,941062.0,1.0,53.0,201079.0,16.4,311293148.9,44.75,30.25491412893093,111.9,330.78920294305794,0.774390243902439,9.66886347552021,0.1099021870535223,5.8248159138366855,1.6165247348208729,2.512675395811682,3.254789092890089,4.841073170524365,18.03073725925249,10.511839081391358,4.551769409260976,10.73617926053397,4.532599493153256,13.172061129591128,12.211458117806512,19.556245630351224,5.804499836368103,9.116029692504942,13.754765366379598,2.367329543756676,10.2567027685121,7.327944782488683,7.768779923084522,8.027462931986468,8.424364929105042,9.739145884427804,3.442176615945381,0.9618470001853556,1.2563779681638227,1.448045193908513,1.7649145420340435,2.946055422504665,4.590056548178043,2.7343675094195836,4.726502471155617,0.6931471805599453,3.9889840465642745,0.104271891669866,1.9205653683756423,1
2016,12.0,Мурманская область,37359.0,94.2,48986.0,99.2,40.4,4.35,55.65,74.1,9.2,8566.0,28471.75,1521.25,2364.583333333333,3062.958333333333,4555.75,16968.041666666664,614565.5,922875.0,1.0,32.0,203655.0,18.1,326203992.77,44.75,30.851144521197345,83.3,353.4649792983882,0.6629834254143646,9.281863741026685,0.1167406023815083,3.7356992762082655,1.6483814167682511,2.5621924240372023,3.3189308772405073,4.93647568738995,18.38606709106506,10.52835589234278,4.55597994179732,10.79931023577042,4.607168188650764,13.32867242019654,12.224187574955344,19.603033491393223,5.870609552089091,9.055672891964043,13.735250159931244,2.330381541359807,10.2567027685121,7.327944782488683,7.768779923084522,8.027462931986468,8.424364929105042,9.739145884427804,3.461073316104006,0.9739486672671092,1.2703762047551417,1.4630078895070129,1.7811156386701874,2.9645546168642345,4.318820558770089,2.322387720290225,4.4343818650078095,0.6931471805599453,3.49650756146648,0.1104142660649259,1.5551293981434169,1
2017,11.3,Мурманская область,39273.0,100.2,51932.0,101.7,42.3,2.8,54.8,66.0,8.9,7820.0,29210.916666666668,1629.8333333333333,2288.833333333333,2961.5,4807.083333333333,17523.666666666668,634409.5,905735.0,1.0,41.0,216425.0,25.9,672639239.8,45.099999999999994,32.25106313288839,74.9,742.6446364554753,0.4362934362934363,8.633871938260087,0.1278772378516623,5.242966751918159,1.7994593709344713,2.527045254222629,3.2697201720149933,5.307383874238417,19.34745446147788,10.578318001310176,4.617098756853365,10.857709705244838,4.631812116934513,13.360451500237687,12.285003966611592,20.326719697525203,6.611563281554418,8.964567702601611,13.716503151834113,2.2652852154333702,10.282332010027,7.396846410602121,7.736234313695893,7.993788785443386,8.478053808288912,9.77136469127492,3.5040867405121636,1.0294263167293485,1.2604604819690577,1.4515482916071705,1.8417209906205785,3.012955816176397,4.204692619390966,2.2925347571405443,4.329416684401584,0.6931471805599453,3.737669618283368,0.1203373154614801,1.8314555104075945,1
2018,9.9,Мурманская область,41564.0,102.0,58045.0,108.4,38.5,5.9,55.5,48.3,6.2,7397.0,28440.83333333333,1535.8333333333333,2333.1666666666665,3005.25,4639.75,16926.833333333332,693988.6,889809.0,3.0,39.0,225992.0,24.4,697879318.4,44.4,31.96285195287227,54.5,784.3023821966287,0.4057377049180328,8.313019985187832,0.405569825604975,5.272407732864675,1.726025847494612,2.622098300496698,3.3774102082581767,5.214321275689501,19.022996320933295,10.635013745965187,4.634728988229636,10.968991078636485,4.695010889987881,13.450212253785878,12.328259304323408,20.363556750936205,6.666068843862321,8.908964972392399,13.698763235771484,2.231413419482438,10.25561634503689,7.337479301311086,7.755410218466154,8.008448733854072,8.442631270089333,9.73671448898889,3.4953812289943333,1.002844815068938,1.287053498931899,1.4764572728619945,1.826856511547699,2.9968814290684636,3.897924081048645,1.9740810260220096,4.0163830207523885,1.3862943611198906,3.688879454113936,0.3404427903901025,1.8361602893638296,1
2019,10.6,Мурманская область,44237.0,100.8,63715.0,104.8,36.9,6.2,56.9,70.05,9.05,6686.99,28502.666666666668,1505.0,2396.0,3120.6666666666665,4471.75,17009.25,828365.9,873145.0,1.0,33.0,240353.0,21.2,1066731927.2,43.1,32.64368079375896,79.1,1221.7122324470736,0.5,7.658510327608816,0.1495441147661354,4.93495578728247,1.7236541467911972,2.744103213097481,3.5740531832246267,5.121428857749858,19.4804413928958,10.697339427217706,4.623010104116422,11.062190987414528,4.661550519424199,13.62721145116255,12.389868115580128,20.787865538899897,7.108826811555055,8.808068659548109,13.67985806024314,2.158542690180486,10.257788012952162,7.317212408359839,7.781973234434385,8.04612232621008,8.405758710969932,9.741571382518824,3.5158252462938857,1.001974415025033,1.3201821258361892,1.5203997228230297,1.81179554276208,3.019470352326548,4.263383854543109,2.307572634505085,4.383275854074314,0.6931471805599453,3.5263605246161616,0.1393654418367173,1.780859578544831,1
2020,10.1,Мурманская область,46355.0,100.4,69135.0,105.1,43.7,0.4,55.8,70.05,9.05,6481.0,28342.58333333333,1506.6666666666667,2444.75,3250.75,4408.916666666667,16731.5,1072337.1,856939.0,0.0,25.0,242844.0,22.8,2018215171.98,44.1,33.07421337263601,79.1,2355.1444991767207,0.4429824561403508,7.562965391935715,0.0,3.8574294090418144,1.758195935377742,2.852886844921284,3.7934438740680494,5.144959754039281,19.52472696422966,10.744106012454282,4.619073091157083,11.143830858171714,4.664382045619937,13.885351962678394,12.400178658721089,21.425479380041956,7.764781875308684,8.776784383701493,13.661123183460374,2.1474465544541657,10.252155946089152,7.318318480809734,7.802107103337538,8.08694859194385,8.391611071814884,9.725108214974798,3.5285408921403705,1.0145768194067142,1.3488226971674255,1.5672491247082665,1.8156321936131952,3.021630352654624,4.263383854543109,2.307572634505085,4.383275854074314,0.0,3.258096538021482,0.0,1.580509369799851,1
