year,poverty_percent,region,income_per_capita,real_income,nominal_wage,real_wage,children_percent,elderly_percent,working_age_percent,alcohol_rate,drugs_rate,births,total,18_30,31_40,41_50,51_60,60_,gdp_per_capita,population,infant_mortality_rural,infant_mortality_urban,retail_per_capita,welfare_percent,production_total,dependent_percent,disabled_rate_per_1000,addiction_rate,production_per_capita,poverty_welfare_ratio,birth_rate_per_1000,infant_mortality_rural_rate,infant_mortality_urban_rate,disabled_18_30_rate,disabled_31_40_rate,disabled_41_50_rate,disabled_51_60_rate,disabled_60_plus_rate
2019,14.2,Ивановская область,25794.0,99.5,27553.0,102.1,47.5,5.0,47.5,84.0,6.050000000000001,7951.0,78351.5,2685.5833333333335,4581.916666666667,6330.083333333333,11879.583333333334,52874.333333333336,249591.6,1131027.0,9.0,31.0,178517.0,25.1,389065910.4,52.5,69.27465038411992,90.05,343.9934770787965,0.5657370517928286,7.0298940697260095,1.1319330901773361,3.898880643944158,2.374464387970697,4.0511116592854695,5.596757047650793,10.503359630966665,46.7489576582463
2020,13.7,Ивановская область,26277.0,97.2,29083.0,101.6,33.2,9.5,55.9,84.0,6.050000000000001,7563.0,76565.08333333333,2594.1666666666665,4588.333333333333,6419.5,11364.5,51598.583333333336,273821.5,1116739.0,3.0,25.0,180314.0,25.1,439572223.2,42.7,68.56130513336898,90.05,393.62126978640487,0.545816733067729,6.772397131290302,0.3966679888932963,3.3055665741108027,2.32298385447868,4.108689078946229,5.748433608927422,10.17650498460249,46.20469360641415
2015,10.8,Калужская область,27434.0,96.4,29939.0,90.3,40.8,8.0,50.6,80.8,15.5,12803.0,77107.875,3107.041666666667,4854.208333333334,6315.25,12963.75,49775.25,336353.9,1070426.0,25.0,86.0,167204.0,14.5,482156172.29999995,48.8,72.03475532171304,96.3,450.43391350733253,0.7448275862068966,11.960658653657516,1.9526673435913457,6.71717566195423,2.90262163537383,4.534837843375753,5.899753929743859,12.110832509673719,46.50041198550858
2016,10.3,Калужская область,28800.0,97.7,31667.0,98.3,40.8,8.0,50.6,68.2,9.0,12268.0,77107.875,3107.041666666667,4854.208333333334,6315.25,12963.75,49775.25,404538.6,1060285.0,13.0,74.0,175286.0,20.0,541301685.5,48.8,72.72372522482162,77.2,510.52470373531645,0.515,11.570473976336551,1.0596674274535376,6.031953048581675,2.9303834975187493,4.578210889839368,5.9561815926849855,12.226665472019315,46.94516097087104
2017,10.0,Калужская область,28715.0,95.2,34332.0,103.4,41.5,8.0,50.6,53.8,6.8,10956.0,78055.41666666667,3346.3333333333335,4810.666666666667,6162.666666666667,13826.166666666666,49909.583333333336,451025.5,1049614.0,11.0,35.0,183549.0,18.6,1416082093.8,49.5,74.36583035922413,60.599999999999994,1349.1455847578252,0.5376344086021505,10.438122967109813,1.004016064257028,3.1945965680905437,3.1881561539130896,4.583272199748353,5.8713647747330615,13.172620283901193,47.55041694692843
2018,10.4,Калужская область,29129.0,98.0,38197.0,107.8,40.8,5.5,53.7,58.1,6.0,10353.0,77061.66666666667,3169.0,4825.25,6194.083333333333,13232.416666666666,49640.916666666664,502224.2,1038614.0,8.0,43.0,194987.0,17.7,1735907096.0,46.3,74.19663769857394,64.1,1671.3688588830885,0.5875706214689266,9.968092091961017,0.7727228822563509,4.153385492127885,3.0511816709576416,4.645854956701912,5.963797265715013,12.740456672706769,47.795347132492594
2019,10.2,Калужская область,31394.0,102.8,41442.0,103.9,31.1,18.4,50.4,63.150000000000006,7.9,8997.0,77154.08333333333,3045.0833333333335,4902.75,6436.416666666667,12695.083333333334,50074.75,541870.1,1031655.0,7.0,29.0,210454.0,16.6,1839908326.8,49.5,74.7867100274155,71.05000000000001,1783.4531183389795,0.6144578313253011,8.720938685897902,0.7780371234856063,3.223296654440369,2.9516488877903306,4.752315454294313,6.238923541946355,12.30555111285588,48.53827103052861
2020,9.7,Калужская область,32442.0,99.2,43994.0,102.4,40.8,8.0,50.6,63.150000000000006,7.9,8989.0,76169.5,2948.6666666666665,4883.166666666667,6602.583333333333,12109.916666666666,49625.166666666664,558174.6,1027581.0,8.0,20.0,214672.0,16.9,1848178887.8,48.8,74.12505680817375,71.05000000000001,1798.5724607597842,0.5739644970414202,8.747728889498735,0.8899766381132496,2.224941595283124,2.8695223701748733,4.752099023499526,6.425365332108449,11.784877947983336,48.29319213440757
2015,14.3,Костромская область,21939.0,98.6,21796.0,90.1,41.45,6.449999999999999,51.85,82.7,8.9,8156.0,60391.75,2101.333333333333,3766.375,4767.583333333334,10731.083333333334,39023.91666666667,245940.9,761907.0,20.0,38.0,131002.0,14.9,142962154.5,47.900000000000006,79.26393903717909,91.60000000000001,187.63727659674998,0.9597315436241611,10.704718554889244,2.4521824423737124,4.659146640510055,2.757991898398798,4.943352666401542,6.257434743785441,14.08450550176509,51.21874016995076
2016,13.7,Костромская область,23174.0,98.1,22989.0,98.5,41.45,6.449999999999999,51.85,78.3,7.4,7836.0,60391.75,2101.333333333333,3766.375,4767.583333333334,10731.083333333334,39023.91666666667,261963.8,753972.0,21.0,38.0,144117.0,15.2,143350208.6,47.900000000000006,80.09813361769402,85.7,190.12670046102508,0.9013157894736842,10.392958889720044,2.679938744257274,4.8494129657988765,2.787017731869795,4.995377812438658,6.323289635866232,14.232734548939927,51.75777968766303
2017,13.4,Костромская область,24093.0,99.8,24554.0,103.1,40.8,7.7,51.4,67.8,10.2,6914.99,63271.0,2366.5833333333335,3771.0833333333335,4959.583333333333,11938.333333333334,40235.416666666664,276404.4,743967.0,20.0,31.0,150715.0,22.2,322619063.76,48.5,85.04543884338955,78.0,433.647008214074,0.6036036036036037,9.294753665149127,2.8922673785500774,4.48301443675262,3.181032671251996,5.068885223851775,6.666402318023962,16.04685870923486,54.08225992102696
2018,12.7,Костромская область,23716.0,94.7,27724.0,109.6,46.8,1.1,52.1,61.1,8.9,6208.0,61182.583333333336,2163.6666666666665,3774.0,4812.25,11116.833333333334,39315.833333333336,299569.1,734453.0,9.0,26.0,159014.0,21.4,352759682.4,47.9,83.30360599430234,70.0,480.30259580939827,0.5934579439252337,8.452549039897718,1.449742268041237,4.188144329896907,2.945956605346655,5.138518053571842,6.552155141309247,15.136207944325006,53.53076824974959
2019,12.6,Костромская область,25285.0,100.9,31421.0,108.1,42.1,6.3,51.6,73.05,8.9,5781.99,59600.916666666664,2039.0,3761.6666666666665,4722.916666666667,10345.333333333334,38732.0,319404.6,723142.0,7.0,36.0,171567.0,19.2,380120932.8000001,48.4,82.41938190101898,81.95,525.6518537161444,0.65625,7.995649540477526,1.2106558468624125,6.226230069578121,2.8196398494348274,5.201836799227077,6.531105462919685,14.306088338574352,53.56071145086304
2020,12.5,Костромская область,25780.0,97.3,32220.0,98.6,39.9,6.6,53.5,73.05,8.9,5401.99,57721.166666666664,1916.75,3722.75,4678.916666666667,9504.5,37898.25,323951.6,711978.0,13.0,29.0,179587.0,22.5,349143213.2,46.5,81.07155932720768,81.95,490.3848338010444,0.5555555555555556,7.587299045757032,2.406520560015846,5.368392018496888,2.6921477910834324,5.228743022958574,6.57171523090133,13.349429336299716,53.22952394596462
2015,10.4,Курская область,25330.0,100.4,23921.0,89.8,35.8,7.05,56.55,101.4,10.4,13047.0,119267.04166666669,5016.791666666666,8612.916666666666,13469.833333333334,26375.0,65790.375,301242.5,1281733.0,27.0,34.0,160712.0,17.8,256056359.0,42.849999999999994,93.05139343893516,111.80000000000001,199.77355580296364,0.5842696629213483,10.179187084985719,2.0694412508622673,2.605963056641374,3.914069206821285,6.7197432434576205,10.509078983948557,20.57760859711032,51.32923549600424
2016,10.5,Курская область,25355.0,93.2,25327.0,98.4,35.8,7.05,56.55,89.8,8.3,12366.0,119267.04166666669,5016.791666666666,8612.916666666666,13469.833333333334,26375.0,65790.375,337963.6,1266467.0,32.0,43.0,169082.0,17.7,275526551.05,42.849999999999994,94.1730354337434,98.1,217.55525493360665,0.5932203389830508,9.764170720595168,2.5877405790069545,3.4772764030405954,3.9612494180003637,6.8007430644988505,10.635755478297764,20.825651201334107,51.947958375543934
2017,10.3,Курская область,26112.0,99.1,27274.0,103.8,33.8,8.1,58.1,52.2,3.6,10783.0,120248.08333333331,5450.833333333333,8522.583333333334,13438.333333333334,28024.916666666668,64811.416666666664,361694.6,1248588.0,26.0,36.0,176208.0,24.7,617547260.2,41.9,96.30725534230132,55.800000000000004,494.5965043713379,0.417004048582996,8.636155401141128,2.4112028192525274,3.3385885189650377,4.365598046219676,6.8257770644386575,10.762824353055878,22.445287530127366,51.907768348459754
2018,9.9,Курская область,27275.0,100.1,29937.0,106.0,37.4,7.6,55.0,51.3,5.2,10274.0,119233.66666666669,5108.833333333333,8654.666666666666,13347.0,26916.416666666668,65206.75,405890.2,1231097.0,16.0,39.0,191945.0,23.3,706816420.6,45.0,96.85156138522528,56.5,574.1354422925245,0.4248927038626609,8.345402514992726,1.557329180455519,3.795989877360327,4.149821933879567,7.030044477946633,10.841550259646478,21.863765947497775,52.96637876625481
2019,9.9,Курская область,29149.0,100.9,32709.0,103.8,47.0,5.9,47.2,71.0,6.75,9324.0,119300.41666666669,4924.75,8666.75,13501.333333333334,25833.583333333332,66374.0,449288.6,1213372.0,14.0,27.0,206829.0,20.9,744624873.2,52.9,98.32138591187754,77.75,613.6822616641888,0.4736842105263158,7.6843704980830285,1.5015015015015014,2.8957528957528957,4.058730545949635,7.1426981997277,11.127117927011117,21.29073633917161,54.70210290001747
2020,9.9,Курская область,29786.0,97.8,35805.0,105.3,34.2,6.5,59.2,71.0,6.75,9111.0,118291.16666666669,4804.833333333333,8571.166666666666,13534.0,24544.333333333332,66836.83333333333,487030.7,1195812.0,11.0,31.0,207134.0,23.2,757670943.0,40.7,98.92120723547404,77.75,633.6037295160108,0.42672413793103453,7.619090626285737,1.2073317967292285,3.402480518055098,4.018050774982466,7.167654001353612,11.31783256899914,20.52524421341593,55.892425676722866
2015,9.3,Липецкая область,27087.0,96.1,24524.0,92.1,40.5,4.55,55.7,89.1,6.2,13468.0,118673.83333333334,3915.5,6705.333333333334,9851.416666666668,21675.666666666668,76525.91666666666,388074.7,1233679.0,45.0,57.0,186603.0,14.6,570813345.3000001,45.05,96.1950664097657,95.3,462.6919525257381,0.6369863013698631,10.91694030618986,3.341253341253341,4.232254232254232,3.1738401966800116,5.4352334224164744,7.985397065741305,17.56994053288308,62.03065519204481
2016,9.2,Липецкая область,27934.0,96.8,26214.0,100.4,40.5,4.55,55.7,80.1,9.0,13102.99,118673.83333333334,3915.5,6705.333333333334,9851.416666666668,21675.666666666668,76525.91666666666,433560.1,1228106.0,35.0,61.0,195514.0,21.9,606751045.09,45.05,96.63158826138243,89.1,494.0542958751118,0.4200913242009132,10.669266333687808,2.671146051397429,4.655425975292662,3.1882427086912695,5.459897869836426,8.021633854623843,17.64967084817326,62.31214298005764
2017,8.8,Липецкая область,28956.0,100.1,28455.0,105.1,30.4,12.9,56.7,75.7,8.8,11565.0,123266.08333333331,4436.916666666667,6769.166666666667,10180.333333333334,24124.333333333332,77755.33333333333,452880.0,1220476.0,15.0,24.0,205496.0,21.4,1340152363.6,43.3,100.99836730368587,84.5,1098.0571216476194,0.4112149532710281,9.475811076989634,1.297016861219196,2.0752269779507135,3.6353985384937246,5.546333288542066,8.341281052092244,19.76633160613837,63.70902281841948
2018,8.7,Липецкая область,30010.0,100.1,31622.0,107.8,41.0,4.3,54.7,68.6,5.7,10906.0,119909.25,4043.8333333333335,6730.666666666667,9923.083333333334,22412.916666666668,76798.75,526882.4,1211008.0,15.0,24.0,223731.0,21.2,1603941041.9,45.3,99.0160676064898,74.3,1324.4677507497886,0.410377358490566,9.005720854032344,1.3753896937465615,2.2006235099944984,3.3392292481414936,5.557904379382025,8.194069183137795,18.507653679138922,63.417211116689565
2019,8.6,Липецкая область,32479.0,102.6,34312.0,103.3,46.4,4.8,48.8,77.9,7.5,9829.0,117438.41666666669,3787.1666666666665,6680.0,9779.75,20938.416666666668,76253.08333333333,499587.0,1205271.0,14.0,15.0,241566.0,19.9,1453132422.6,51.199999999999996,97.43735364633073,85.4,1205.6478771994016,0.43216080402010054,8.155012441185427,1.4243564960830195,1.5260962458032354,3.142170239445458,5.5423220172060885,8.114150261642402,17.372372409745747,63.26633871829102
2020,8.4,Липецкая область,32226.0,94.9,36790.0,103.3,40.0,0.8,59.3,77.9,7.5,9389.0,114273.33333333331,3669.8333333333335,6634.666666666667,9705.166666666666,19430.333333333332,74833.33333333333,546151.3,1198580.0,13.0,22.0,236552.0,22.3,1558564055.6,40.8,95.34059748480145,85.4,1300.3421178394433,0.37668161434977576,7.8334362328755685,1.3845989988284162,2.343167536478858,3.061817595265509,5.535439158559852,8.097220599932141,16.211127612118784,62.43499251892517
2015,8.3,Московская область,38463.0,97.5,40643.0,91.1,45.95,6.7,47.45,53.7,18.4,94687.99,423680.4583333334,16819.041666666668,26201.833333333336,34655.91666666667,69005.79166666666,276427.0,437249.1,6628173.0,39.0,413.0,237152.0,15.3,2370049252.1800003,52.650000000000006,63.92115268164143,72.1,357.5720265871154,0.542483660130719,14.285684758077377,0.41187905667867697,4.361693600212656,2.537507947765797,3.9531003993609297,5.228577568308291,10.410982282246804,41.704855923344184
